screen_time_hours,sleep_hours,energy_level,hour_of_day,day_of_week,scroll_session_mins,heart_rate_resting,mood_valence,hour_sin,hour_cos,day_sin,day_cos,screen_sleep_interaction,weather_temp_c,stress_score,stress_label,archetype,user_id
4.49,8.61,7,8,5,2.6,54.0,0.6,0.866,-0.5,-0.9749,-0.2225,0.0,27.4,0.2189,low,athlete,athlete_05
1.25,5.24,4,7,3,1.2,85.8,-0.6,0.9659,-0.2588,0.4339,-0.901,0.0065,1.8,0.6845,high,professional,professional_08
8.39,5.02,4,22,6,76.2,87.0,-0.7,-0.5,0.866,-0.7818,0.6235,0.0469,8.1,0.98,high,student,student_09
1.76,8.37,8,8,1,15.95,57.1,-0.6,0.866,-0.5,0.7818,0.6235,0.0,20.7,0.3557,moderate,athlete,athlete_16
4.18,7.54,4,22,4,7.37,76.4,-0.6,-0.5,0.866,-0.4339,-0.901,0.0036,3.4,0.4841,moderate,student,student_19
2.47,5.94,6,9,3,4.04,84.6,-0.7,0.7071,-0.7071,0.4339,-0.901,0.0095,15.4,0.5463,moderate,recovering,recovering_14
14.0,6.22,2,21,0,41.0,91.4,-0.6,-0.7071,0.7071,0.0,1.0,0.0468,11.4,0.98,high,chronic_stress,chronic_stress_12
14.0,7.76,3,12,4,11.4,67.1,-0.4,0.0,-1.0,-0.4339,-0.901,0.0064,14.5,0.6353,high,professional,professional_16
12.54,6.03,4,18,5,20.18,81.2,-0.7,-1.0,-0.0,-0.9749,-0.2225,0.0464,9.1,0.8384,high,professional,professional_09
9.32,5.43,4,19,4,10.45,75.0,-0.6,-0.9659,0.2588,-0.4339,-0.901,0.0449,16.8,0.9046,high,recovering,recovering_14
14.0,7.54,5,21,0,2.35,78.4,-0.6,-0.7071,0.7071,0.0,1.0,0.0121,11.1,0.6614,moderate,recovering,recovering_18
11.93,7.16,5,8,1,120.0,91.4,-0.7,0.866,-0.5,0.7818,0.6235,0.0187,16.1,0.7864,high,professional,professional_18
3.03,6.11,1,9,0,36.77,90.7,-0.8,0.7071,-0.7071,0.0,1.0,0.0108,11.2,0.8381,high,chronic_stress,chronic_stress_14
8.47,4.55,1,22,1,3.84,66.3,-0.8,-0.5,0.866,0.7818,0.6235,0.0547,2.7,0.98,high,student,student_15
3.8,3.0,1,22,0,68.68,87.3,-0.7,-0.5,0.866,0.0,1.0,0.0356,10.1,0.98,high,shift_worker,shift_worker_03
4.15,5.18,2,21,4,67.93,83.3,-0.7,-0.7071,0.7071,-0.4339,-0.901,0.022,14.4,0.7944,high,student,student_16
5.29,6.41,5,21,1,4.43,76.5,0.6,-0.7071,0.7071,0.7818,0.6235,0.0157,17.2,0.5837,moderate,student,student_09
7.09,4.86,2,23,4,8.75,85.0,-0.4,-0.2588,0.9659,-0.4339,-0.901,0.0418,15.6,0.7842,high,student,student_04
13.55,5.78,1,21,3,41.55,81.5,-0.6,-0.7071,0.7071,0.4339,-0.901,0.0564,20.0,0.98,high,chronic_stress,chronic_stress_13
0.63,9.68,9,8,2,10.55,63.9,0.9,0.866,-0.5,0.9749,-0.2225,0.0,7.8,0.0827,low,athlete,athlete_12
7.49,6.67,4,20,4,11.05,83.8,0.7,-0.866,0.5,-0.4339,-0.901,0.0187,11.0,0.5947,moderate,professional,professional_15
12.37,5.43,3,14,1,88.48,75.4,-0.8,-0.5,-0.866,0.7818,0.6235,0.0595,2.1,0.98,high,shift_worker,shift_worker_03
3.94,3.89,1,20,3,2.58,77.4,-0.7,-0.866,0.5,0.4339,-0.901,0.0303,19.2,0.8974,high,student,student_05
13.36,8.25,2,22,4,18.65,71.8,0.6,-0.5,0.866,-0.4339,-0.901,0.0,6.8,0.864,high,shift_worker,shift_worker_03
6.74,6.33,2,6,1,20.3,75.9,-0.6,1.0,0.0,0.7818,0.6235,0.021,12.2,0.7651,high,shift_worker,shift_worker_00
14.0,5.7,2,21,6,120.0,97.9,-0.7,-0.7071,0.7071,-0.7818,0.6235,0.0605,1.0,0.98,high,chronic_stress,chronic_stress_17
4.02,7.9,7,18,4,12.8,67.7,0.5,-1.0,-0.0,-0.4339,-0.901,0.0007,10.1,0.3728,low,athlete,athlete_14
1.58,5.89,5,9,6,4.16,60.8,-0.8,0.7071,-0.7071,-0.7818,0.6235,0.0062,26.9,0.4652,moderate,recovering,recovering_02
14.0,5.11,1,7,3,81.73,88.1,-0.6,0.9659,-0.2588,0.4339,-0.901,0.0759,6.1,0.98,high,shift_worker,shift_worker_06
2.85,7.6,6,19,4,18.77,57.3,0.6,-0.9659,0.2588,-0.4339,-0.901,0.0021,3.6,0.4054,moderate,athlete,athlete_01
13.09,5.64,1,14,6,120.0,80.3,-0.4,-0.5,-0.866,-0.7818,0.6235,0.0579,16.7,0.98,high,shift_worker,shift_worker_15
1.98,6.64,3,7,1,1.49,66.9,0.6,0.9659,-0.2588,0.7818,0.6235,0.0051,21.4,0.3663,moderate,shift_worker,shift_worker_02
14.0,4.88,1,22,2,120.0,75.8,-0.8,-0.5,0.866,0.9749,-0.2225,0.082,9.4,0.98,high,chronic_stress,chronic_stress_08
4.52,3.89,1,21,4,4.98,70.9,-0.4,-0.7071,0.7071,-0.4339,-0.901,0.0349,8.0,0.6493,moderate,chronic_stress,chronic_stress_10
5.93,3.37,1,20,1,4.44,92.1,-0.4,-0.866,0.5,0.7818,0.6235,0.0515,7.9,0.98,high,chronic_stress,chronic_stress_09
5.33,7.01,5,6,0,22.26,60.1,0.7,1.0,0.0,0.0,1.0,0.0099,16.5,0.2125,low,athlete,athlete_04
2.25,5.24,3,6,6,4.31,82.2,0.7,1.0,0.0,-0.7818,0.6235,0.0117,14.8,0.527,moderate,shift_worker,shift_worker_02
6.53,6.57,5,8,4,14.14,68.7,-0.7,0.866,-0.5,-0.4339,-0.901,0.0175,19.2,0.6974,high,recovering,recovering_17
3.6,7.38,7,18,2,25.21,82.1,-0.8,-1.0,-0.0,0.9749,-0.2225,0.0042,21.8,0.4491,moderate,athlete,athlete_02
13.34,7.52,5,20,6,30.16,66.9,-0.7,-0.866,0.5,-0.7818,0.6235,0.0121,9.6,0.7364,high,recovering,recovering_17
9.73,4.8,2,14,2,7.75,72.0,-0.4,-0.5,-0.866,0.9749,-0.2225,0.0584,15.2,0.98,high,shift_worker,shift_worker_16
8.91,8.0,4,6,3,9.61,80.5,-0.7,1.0,0.0,0.4339,-0.901,0.0,7.7,0.815,high,shift_worker,shift_worker_17
7.57,4.28,1,20,6,0.59,89.8,0.5,-0.866,0.5,-0.7818,0.6235,0.0528,2.5,0.8592,high,chronic_stress,chronic_stress_07
14.0,3.75,1,21,6,47.31,87.7,0.6,-0.7071,0.7071,-0.7818,0.6235,0.1117,0.1,0.932,high,chronic_stress,chronic_stress_06
5.35,7.6,6,6,6,70.69,54.6,0.7,1.0,0.0,-0.7818,0.6235,0.004,18.8,0.4729,moderate,athlete,athlete_17
5.25,7.16,5,20,1,3.22,82.2,-0.8,-0.866,0.5,0.7818,0.6235,0.0082,16.7,0.8311,high,recovering,recovering_18
14.0,7.24,3,21,6,120.0,60.9,-0.4,-0.7071,0.7071,-0.7818,0.6235,0.0199,15.6,0.98,high,student,student_18
2.17,4.01,1,10,5,1.67,96.9,-0.7,0.5,-0.866,-0.9749,-0.2225,0.0162,25.3,0.9428,high,chronic_stress,chronic_stress_12
9.16,5.27,4,14,5,120.0,90.0,-0.4,-0.5,-0.866,-0.9749,-0.2225,0.0469,6.7,0.98,high,student,student_12
9.3,7.55,6,20,5,30.58,84.9,-0.7,-0.866,0.5,-0.9749,-0.2225,0.0078,10.2,0.627,high,recovering,recovering_15
7.97,6.13,5,19,1,31.19,89.6,-0.8,-0.9659,0.2588,0.7818,0.6235,0.0279,1.3,0.9379,high,professional,professional_09
2.07,7.78,7,18,2,24.76,59.2,-0.8,-1.0,-0.0,0.9749,-0.2225,0.0009,12.0,0.2717,low,athlete,athlete_05
11.94,6.84,3,10,3,27.7,73.9,-0.6,0.5,-0.866,0.4339,-0.901,0.026,15.6,0.98,high,student,student_01
11.31,4.52,2,22,2,6.79,82.1,-0.6,-0.5,0.866,0.9749,-0.2225,0.0739,16.5,0.98,high,chronic_stress,chronic_stress_06
8.28,8.07,6,6,6,30.95,64.8,-0.7,1.0,0.0,-0.7818,0.6235,0.0,17.3,0.5382,moderate,athlete,athlete_17
12.26,3.59,1,6,1,34.33,81.0,-0.8,1.0,0.0,0.7818,0.6235,0.1013,3.7,0.98,high,shift_worker,shift_worker_05
3.58,6.77,4,7,2,9.99,86.0,-0.8,0.9659,-0.2588,0.9749,-0.2225,0.0082,10.1,0.7251,high,shift_worker,shift_worker_08
14.0,3.0,1,23,6,70.19,85.1,-0.6,-0.2588,0.9659,-0.7818,0.6235,0.1313,3.2,0.98,high,shift_worker,shift_worker_08
7.36,3.0,1,21,4,10.19,72.9,0.9,-0.7071,0.7071,-0.4339,-0.901,0.069,17.5,0.8867,high,chronic_stress,chronic_stress_16
8.33,9.72,7,8,2,36.15,62.5,0.5,0.866,-0.5,0.9749,-0.2225,0.0,16.2,0.3255,moderate,athlete,athlete_16
5.22,6.37,7,8,4,27.1,74.6,0.5,0.866,-0.5,-0.4339,-0.901,0.016,12.8,0.6464,moderate,recovering,recovering_08
9.7,6.84,3,22,0,0.5,75.8,-0.8,-0.5,0.866,0.0,1.0,0.021,15.2,0.98,high,student,student_19
10.35,4.55,1,13,0,42.56,91.7,-0.7,-0.2588,-0.9659,0.0,1.0,0.0669,13.8,0.98,high,chronic_stress,chronic_stress_12
3.28,5.87,4,22,2,4.81,91.5,-0.6,-0.5,0.866,0.9749,-0.2225,0.0131,11.0,0.7006,high,chronic_stress,chronic_stress_19
13.24,3.0,1,12,4,19.61,81.5,-0.8,0.0,-1.0,-0.4339,-0.901,0.1241,2.0,0.98,high,student,student_17
1.22,5.86,5,8,1,0.86,69.7,-0.8,0.866,-0.5,0.7818,0.6235,0.0049,24.8,0.3715,moderate,professional,professional_01
13.28,8.19,4,20,6,117.41,78.6,-0.4,-0.866,0.5,-0.7818,0.6235,0.0,3.9,0.7409,high,recovering,recovering_14
5.5,8.08,6,19,4,4.35,80.3,-0.7,-0.9659,0.2588,-0.4339,-0.901,0.0,35.0,0.6915,high,recovering,recovering_19
7.39,5.41,2,23,4,34.81,77.4,-0.7,-0.2588,0.9659,-0.4339,-0.901,0.0359,7.5,0.8651,high,shift_worker,shift_worker_04
1.49,7.24,7,12,3,1.6,55.2,-0.8,0.0,-1.0,0.4339,-0.901,0.0021,11.0,0.2692,moderate,recovering,recovering_08
8.38,3.19,1,9,3,104.12,88.2,-0.7,0.7071,-0.7071,0.4339,-0.901,0.0755,5.8,0.98,high,chronic_stress,chronic_stress_15
8.98,3.05,1,10,4,120.0,76.1,-0.7,0.5,-0.866,-0.4339,-0.901,0.0833,10.1,0.98,high,chronic_stress,chronic_stress_10
2.27,5.55,3,19,0,4.07,69.5,-0.6,-0.9659,0.2588,0.0,1.0,0.0104,11.1,0.5707,moderate,recovering,recovering_17
2.05,6.43,3,8,0,10.25,77.7,-0.8,0.866,-0.5,0.0,1.0,0.006,12.2,0.7048,high,recovering,recovering_11
2.12,9.35,6,19,6,0.5,58.0,0.7,-0.9659,0.2588,-0.7818,0.6235,0.0,11.8,0.4408,moderate,recovering,recovering_04
3.54,3.03,1,9,1,3.69,93.6,-0.7,0.7071,-0.7071,0.7818,0.6235,0.033,8.1,0.9064,high,chronic_stress,chronic_stress_15
5.19,7.56,5,19,6,36.24,56.1,-0.6,-0.9659,0.2588,-0.7818,0.6235,0.0043,9.2,0.6064,moderate,professional,professional_10
12.99,3.0,1,22,5,120.0,81.5,-0.7,-0.5,0.866,-0.9749,-0.2225,0.1218,0.6,0.98,high,shift_worker,shift_worker_19
6.97,4.79,4,9,1,51.06,70.6,-0.7,0.7071,-0.7071,0.7818,0.6235,0.042,0.2,0.98,high,recovering,recovering_17
4.48,4.4,3,7,4,5.26,71.1,-0.6,0.9659,-0.2588,-0.4339,-0.901,0.0302,17.9,0.7348,high,shift_worker,shift_worker_17
3.49,7.99,6,9,3,2.39,74.3,-0.4,0.7071,-0.7071,0.4339,-0.901,0.0001,4.8,0.5729,moderate,recovering,recovering_01
1.63,7.36,7,7,0,7.36,62.1,0.6,0.9659,-0.2588,0.0,1.0,0.002,8.2,0.1831,low,athlete,athlete_17
3.45,5.27,5,12,1,38.5,79.2,-0.7,0.0,-1.0,0.7818,0.6235,0.0177,4.6,0.6179,high,recovering,recovering_12
5.54,5.88,3,9,3,39.87,85.8,-0.6,0.7071,-0.7071,0.4339,-0.901,0.022,8.7,0.8954,high,chronic_stress,chronic_stress_14
7.03,4.37,1,10,4,14.91,88.0,-0.7,0.5,-0.866,-0.4339,-0.901,0.0479,19.8,0.98,high,chronic_stress,chronic_stress_03
6.7,6.42,1,20,6,15.09,96.1,0.7,-0.866,0.5,-0.7818,0.6235,0.0199,20.8,0.8725,high,chronic_stress,chronic_stress_18
2.69,8.27,7,12,0,2.9,57.9,0.7,0.0,-1.0,0.0,1.0,0.0,16.1,0.0513,low,athlete,athlete_10
7.75,3.89,1,6,4,18.82,70.8,-0.6,1.0,0.0,-0.4339,-0.901,0.0597,11.2,0.8843,high,shift_worker,shift_worker_19
14.0,3.41,2,20,6,2.68,92.0,-0.6,-0.866,0.5,-0.7818,0.6235,0.1206,18.8,0.98,high,chronic_stress,chronic_stress_03
7.33,3.96,2,12,0,77.1,80.8,-0.8,0.0,-1.0,0.0,1.0,0.0555,13.6,0.98,high,student,student_18
6.06,5.06,1,7,4,14.83,70.6,-0.4,0.9659,-0.2588,-0.4339,-0.901,0.0334,25.3,0.973,high,shift_worker,shift_worker_14
2.53,6.74,6,19,2,8.06,82.6,-0.7,-0.9659,0.2588,0.9749,-0.2225,0.006,12.8,0.5761,moderate,professional,professional_13
14.0,7.81,5,19,6,13.69,82.5,-0.7,-0.9659,0.2588,-0.7818,0.6235,0.0049,16.0,0.7068,high,recovering,recovering_16
1.49,3.96,3,15,5,6.26,69.2,-0.4,-0.7071,-0.7071,-0.9749,-0.2225,0.0113,18.9,0.7031,high,shift_worker,shift_worker_14
8.77,3.92,3,19,0,13.53,80.9,-0.7,-0.9659,0.2588,0.0,1.0,0.067,23.5,0.98,high,recovering,recovering_18
5.32,7.88,4,12,5,51.05,67.7,-0.8,0.0,-1.0,-0.9749,-0.2225,0.0012,12.8,0.6113,moderate,professional,professional_14
14.0,5.37,3,10,1,3.18,75.2,-0.7,0.5,-0.866,0.7818,0.6235,0.0691,21.2,0.98,high,student,student_16
2.12,4.35,2,23,0,5.7,75.5,-0.7,-0.2588,0.9659,0.0,1.0,0.0145,21.9,0.5885,moderate,shift_worker,shift_worker_14
14.0,7.46,2,19,2,56.0,71.0,-0.6,-0.9659,0.2588,0.9749,-0.2225,0.0142,17.9,0.8754,high,recovering,recovering_00
10.39,4.14,2,20,1,12.63,77.5,-0.8,-0.866,0.5,0.7818,0.6235,0.0753,14.4,0.98,high,student,student_08
5.65,5.95,4,22,0,11.4,59.2,-0.7,-0.5,0.866,0.0,1.0,0.0217,11.9,0.7884,high,student,student_09
14.0,4.4,1,9,3,23.3,75.1,-0.4,0.7071,-0.7071,0.4339,-0.901,0.0945,16.7,0.98,high,chronic_stress,chronic_stress_07
5.3,9.66,6,23,6,26.86,76.4,-0.6,-0.2588,0.9659,-0.7818,0.6235,0.0,25.7,0.5208,moderate,student,student_15
3.5,5.47,1,23,1,11.78,77.9,-0.4,-0.2588,0.9659,0.7818,0.6235,0.0166,14.3,0.6771,moderate,student,student_01
3.12,4.23,3,6,3,15.24,56.9,-0.7,1.0,0.0,0.4339,-0.901,0.022,13.7,0.6394,high,shift_worker,shift_worker_09
7.19,9.71,8,23,5,45.83,81.7,0.5,-0.2588,0.9659,-0.9749,-0.2225,0.0,14.9,0.5349,moderate,student,student_02
9.8,4.4,1,9,4,13.95,75.1,-0.8,0.7071,-0.7071,-0.4339,-0.901,0.0662,13.8,0.98,high,chronic_stress,chronic_stress_05
2.31,6.71,4,20,3,3.76,68.6,-0.7,-0.866,0.5,0.4339,-0.901,0.0056,19.5,0.5251,moderate,professional,professional_18
6.65,6.04,2,8,4,5.63,80.4,-0.6,0.866,-0.5,-0.4339,-0.901,0.0244,11.9,0.7322,high,professional,professional_09
1.76,7.85,6,6,3,7.59,62.3,0.6,1.0,0.0,0.4339,-0.901,0.0005,14.8,0.1829,low,athlete,athlete_05
0.94,9.1,9,7,1,4.3,56.4,0.9,0.9659,-0.2588,0.7818,0.6235,0.0,1.8,0.2475,low,athlete,athlete_10
14.0,9.52,5,12,6,120.0,63.5,-0.8,0.0,-1.0,-0.7818,0.6235,0.0,25.3,0.813,high,recovering,recovering_15
3.63,7.67,7,7,5,6.1,64.9,-0.6,0.9659,-0.2588,-0.9749,-0.2225,0.0023,18.4,0.5632,moderate,athlete,athlete_15
4.27,7.39,6,6,4,1.72,59.6,0.9,1.0,0.0,-0.4339,-0.901,0.0049,14.7,0.2682,low,athlete,athlete_06
5.06,7.62,6,19,4,4.49,67.0,0.9,-0.9659,0.2588,-0.4339,-0.901,0.0036,14.1,0.2199,low,athlete,athlete_01
6.45,9.29,8,19,2,6.53,62.5,0.9,-0.9659,0.2588,0.9749,-0.2225,0.0,11.4,0.2263,low,athlete,athlete_09
13.69,6.42,3,22,5,100.7,84.0,-0.7,-0.5,0.866,-0.9749,-0.2225,0.0406,14.9,0.98,high,student,student_19
8.75,3.0,1,23,1,12.7,73.7,-0.7,-0.2588,0.9659,0.7818,0.6235,0.082,4.1,0.98,high,shift_worker,shift_worker_08
10.07,7.17,4,12,6,52.07,88.9,-0.4,0.0,-1.0,-0.7818,0.6235,0.0157,7.4,0.8707,high,professional,professional_13
5.47,5.88,4,7,0,10.85,77.8,-0.4,0.9659,-0.2588,0.0,1.0,0.0217,11.5,0.6987,high,professional,professional_12
4.79,7.78,4,20,6,8.49,62.1,0.9,-0.866,0.5,-0.7818,0.6235,0.002,23.1,0.2518,low,recovering,recovering_06
2.08,7.14,6,19,0,0.86,58.0,0.6,-0.9659,0.2588,0.0,1.0,0.0033,9.2,0.2732,low,athlete,athlete_07
12.47,8.09,5,20,2,75.82,76.0,-0.6,-0.866,0.5,0.9749,-0.2225,0.0,1.7,0.8117,high,professional,professional_06
10.2,3.55,1,20,2,120.0,86.4,-0.8,-0.866,0.5,0.9749,-0.2225,0.085,17.4,0.98,high,chronic_stress,chronic_stress_06
2.4,6.77,5,6,0,5.82,77.1,-0.7,1.0,0.0,0.0,1.0,0.0056,17.9,0.712,high,shift_worker,shift_worker_11
12.69,4.42,2,14,2,88.71,76.7,-0.7,-0.5,-0.866,0.9749,-0.2225,0.0851,15.2,0.98,high,student,student_03
2.96,7.49,6,6,0,2.58,51.2,0.5,1.0,0.0,0.0,1.0,0.0028,7.6,0.3211,low,athlete,athlete_18
3.54,3.28,1,14,0,21.3,72.7,0.5,-0.5,-0.866,0.0,1.0,0.0313,11.8,0.7617,high,shift_worker,shift_worker_19
12.49,6.5,3,20,3,60.79,84.0,-0.6,-0.866,0.5,0.4339,-0.901,0.0351,13.3,0.98,high,professional,professional_19
5.02,7.08,6,20,3,7.86,83.2,-0.7,-0.866,0.5,0.4339,-0.901,0.0086,8.6,0.5087,moderate,recovering,recovering_11
14.0,5.82,4,19,3,17.02,78.3,-0.4,-0.9659,0.2588,0.4339,-0.901,0.0573,18.3,0.8257,high,recovering,recovering_08
12.09,4.48,1,20,5,16.13,83.9,-0.6,-0.866,0.5,-0.9749,-0.2225,0.0798,26.8,0.98,high,chronic_stress,chronic_stress_19
3.93,4.57,4,22,1,35.56,82.7,-0.8,-0.5,0.866,0.7818,0.6235,0.0253,21.8,0.9086,high,chronic_stress,chronic_stress_08
14.0,6.38,2,7,5,13.16,68.0,-0.7,0.9659,-0.2588,-0.9749,-0.2225,0.0426,1.2,0.98,high,professional,professional_05
1.83,6.45,5,8,3,4.97,76.1,0.9,0.866,-0.5,0.4339,-0.901,0.0053,14.9,0.3512,moderate,recovering,recovering_16
1.68,5.8,2,7,1,3.29,90.6,0.6,0.9659,-0.2588,0.7818,0.6235,0.0069,10.9,0.3843,moderate,shift_worker,shift_worker_04
4.99,7.86,6,19,3,0.5,44.0,0.7,-0.9659,0.2588,0.4339,-0.901,0.0013,8.9,0.2693,low,athlete,athlete_15
3.57,4.64,2,15,5,0.5,85.9,-0.6,-0.7071,-0.7071,-0.9749,-0.2225,0.0225,25.8,0.8713,high,shift_worker,shift_worker_17
1.53,7.54,5,23,1,7.05,84.5,-0.7,-0.2588,0.9659,0.7818,0.6235,0.0013,-0.3,0.5834,moderate,student,student_11
14.0,6.14,3,12,2,27.34,68.7,-0.4,0.0,-1.0,0.9749,-0.2225,0.0488,14.1,0.9334,high,recovering,recovering_10
14.0,6.46,4,14,6,26.35,77.4,-0.7,-0.5,-0.866,-0.7818,0.6235,0.0403,14.8,0.8295,high,shift_worker,shift_worker_14
0.3,6.9,6,12,5,0.9,85.4,0.7,0.0,-1.0,-0.9749,-0.2225,0.0006,16.5,0.1918,low,professional,professional_13
2.28,5.68,3,13,3,16.51,83.0,-0.8,-0.2588,-0.9659,0.4339,-0.901,0.0099,1.3,0.7383,high,chronic_stress,chronic_stress_16
3.04,6.14,4,20,0,0.5,66.6,-0.4,-0.866,0.5,0.0,1.0,0.0106,6.2,0.5134,moderate,professional,professional_19
13.86,7.91,8,19,1,34.06,44.0,0.7,-0.9659,0.2588,0.7818,0.6235,0.0023,10.0,0.4943,moderate,athlete,athlete_11
14.0,4.16,1,10,5,29.22,85.5,-0.7,0.5,-0.866,-0.9749,-0.2225,0.1009,6.9,0.98,high,chronic_stress,chronic_stress_19
6.69,5.1,4,14,5,13.44,82.9,-0.6,-0.5,-0.866,-0.9749,-0.2225,0.0364,17.0,0.8628,high,student,student_11
6.35,7.33,4,7,1,14.12,76.4,0.5,0.9659,-0.2588,0.7818,0.6235,0.008,26.8,0.6627,moderate,shift_worker,shift_worker_16
0.81,8.82,8,7,2,5.43,78.3,0.6,0.9659,-0.2588,0.9749,-0.2225,0.0,18.3,0.1415,low,professional,professional_16
10.64,6.42,5,20,3,21.36,72.1,0.7,-0.866,0.5,0.4339,-0.901,0.0315,2.2,0.517,moderate,professional,professional_11
4.74,7.38,5,8,5,27.3,51.0,0.5,0.866,-0.5,-0.9749,-0.2225,0.0055,9.8,0.5013,moderate,athlete,athlete_06
3.14,7.38,7,20,6,38.66,85.2,-0.8,-0.866,0.5,-0.7818,0.6235,0.0036,-0.4,0.6195,moderate,professional,professional_08
3.28,8.93,9,18,5,4.35,61.3,0.7,-1.0,-0.0,-0.9749,-0.2225,0.0,16.4,0.2409,low,athlete,athlete_12
3.65,4.93,4,10,2,7.35,86.4,-0.7,0.5,-0.866,0.9749,-0.2225,0.0211,1.7,0.7908,high,student,student_09
7.28,4.9,3,23,1,9.63,81.5,-0.7,-0.2588,0.9659,0.7818,0.6235,0.0423,0.3,0.98,high,shift_worker,shift_worker_13
14.0,3.02,1,13,3,94.52,90.2,0.6,-0.2588,-0.9659,0.4339,-0.901,0.1307,4.1,0.932,high,chronic_stress,chronic_stress_09
8.93,7.31,4,21,0,18.67,79.5,-0.7,-0.7071,0.7071,0.0,1.0,0.0115,8.5,0.814,high,student,student_13
14.0,6.19,3,8,5,39.55,72.3,0.6,0.866,-0.5,-0.9749,-0.2225,0.0475,10.9,0.932,high,professional,professional_16
14.0,6.33,2,21,6,54.71,88.3,0.6,-0.7071,0.7071,-0.7818,0.6235,0.0438,22.9,0.932,high,student,student_16
10.1,6.6,2,12,2,9.46,70.6,0.7,0.0,-1.0,0.9749,-0.2225,0.0265,7.6,0.5466,moderate,student,student_04
0.49,5.9,2,14,4,3.78,61.8,-0.4,-0.5,-0.866,-0.4339,-0.901,0.0019,13.7,0.3393,low,shift_worker,shift_worker_10
9.21,5.55,3,23,4,83.99,78.9,-0.7,-0.2588,0.9659,-0.4339,-0.901,0.0423,7.9,0.98,high,student,student_08
7.82,4.0,1,20,0,35.05,95.3,0.5,-0.866,0.5,0.0,1.0,0.0587,16.2,0.94,high,chronic_stress,chronic_stress_05
10.28,7.69,3,15,4,120.0,83.3,0.7,-0.7071,-0.7071,-0.4339,-0.901,0.0059,6.5,0.639,moderate,shift_worker,shift_worker_19
2.47,7.2,6,12,5,7.72,90.4,0.7,0.0,-1.0,-0.9749,-0.2225,0.0037,4.0,0.3606,low,professional,professional_19
3.82,7.98,5,7,6,2.9,64.6,0.5,0.9659,-0.2588,-0.7818,0.6235,0.0001,4.4,0.1372,low,professional,professional_19
10.3,6.66,5,7,2,22.49,78.0,-0.7,0.9659,-0.2588,0.9749,-0.2225,0.0258,14.0,0.9053,high,professional,professional_04
1.54,3.15,1,10,4,2.0,90.7,-0.7,0.5,-0.866,-0.4339,-0.901,0.014,11.4,0.8488,high,chronic_stress,chronic_stress_18
14.0,4.99,2,10,2,120.0,76.3,-0.4,0.5,-0.866,0.9749,-0.2225,0.0791,10.4,0.98,high,student,student_14
3.93,5.3,5,18,2,13.62,71.6,-0.6,-1.0,-0.0,0.9749,-0.2225,0.0199,15.7,0.576,moderate,professional,professional_01
8.81,3.37,1,9,0,93.51,85.4,-0.6,0.7071,-0.7071,0.0,1.0,0.0765,-1.1,0.98,high,chronic_stress,chronic_stress_14
6.68,4.88,2,22,6,4.1,73.5,-0.8,-0.5,0.866,-0.7818,0.6235,0.0391,14.5,0.8382,high,chronic_stress,chronic_stress_18
2.68,7.29,5,8,1,5.78,71.1,-0.8,0.866,-0.5,0.7818,0.6235,0.0035,28.7,0.5401,moderate,recovering,recovering_07
14.0,7.74,2,22,4,120.0,66.6,0.6,-0.5,0.866,-0.4339,-0.901,0.0068,18.9,0.8233,high,shift_worker,shift_worker_12
14.0,3.0,1,23,1,22.17,73.0,-0.4,-0.2588,0.9659,0.7818,0.6235,0.1313,20.8,0.98,high,student,student_06
4.03,5.95,5,18,1,1.31,80.2,-0.4,-1.0,-0.0,0.7818,0.6235,0.0155,6.3,0.5516,moderate,professional,professional_14
1.9,6.07,4,7,0,6.25,70.6,0.6,0.9659,-0.2588,0.0,1.0,0.0069,20.0,0.3142,moderate,professional,professional_08
9.57,4.06,1,15,2,14.63,88.6,-0.4,-0.7071,-0.7071,0.9749,-0.2225,0.0707,-1.1,0.98,high,shift_worker,shift_worker_11
6.03,6.81,4,19,6,22.83,61.8,-0.7,-0.9659,0.2588,-0.7818,0.6235,0.0134,-0.7,0.6011,moderate,professional,professional_11
5.94,9.91,6,10,6,13.41,65.2,-0.4,0.5,-0.866,-0.7818,0.6235,0.0,14.2,0.5431,moderate,student,student_07
6.29,4.09,2,14,3,54.21,84.1,-0.4,-0.5,-0.866,0.4339,-0.901,0.0461,0.7,0.98,high,student,student_05
1.69,5.38,3,9,1,7.57,70.2,-0.6,0.7071,-0.7071,0.7818,0.6235,0.0083,1.5,0.5532,moderate,recovering,recovering_02
6.59,8.16,8,7,5,58.14,44.0,0.5,0.9659,-0.2588,-0.9749,-0.2225,0.0,15.7,0.3631,low,athlete,athlete_19
1.51,5.4,3,12,2,10.11,83.1,-0.6,0.0,-1.0,0.9749,-0.2225,0.0074,16.6,0.7485,high,recovering,recovering_09
0.99,6.82,4,8,3,2.72,86.7,-0.7,0.866,-0.5,0.4339,-0.901,0.0022,19.4,0.4403,moderate,recovering,recovering_08
1.15,7.78,7,19,3,1.8,56.0,0.7,-0.9659,0.2588,0.4339,-0.901,0.0005,17.7,0.2096,low,athlete,athlete_04
5.22,5.97,4,8,6,14.53,75.8,-0.6,0.866,-0.5,-0.7818,0.6235,0.0199,13.6,0.9038,high,professional,professional_14
3.39,6.48,5,18,4,27.36,89.5,-0.7,-1.0,-0.0,-0.4339,-0.901,0.0097,7.1,0.628,moderate,professional,professional_06
